COMUNE;TITOLARE;DITTA;INDIRIZZO;N. CIVICO;ZONA;AREA QSV;SUP.ALIM.;SUP.NON ALIM.;SUP.TOTALE DI VENDITA;QUOTIDIANI E PERIODICI;MERCEOLOGIA (MGSV);IN AFFITTO (MGSV);CENTRO COMMERCIALE;POLO COMMERCIALE;CODICE ATECO
NORCIA;ROTONDI AMILCARE;1-Individuale;PIAZZA V. VENETO;6;1-centro storico;18.0;0.0;18.0;;;;;;;
NORCIA;ROTONDI FRANCESCO;1-Individuale;VIA ANICIA;78;1-centro storico;0.0;40.0;40.0;;;;;;;
NORCIA;SABBATINI FRANCESCO;1-Individuale;PIAZZA SAN BENEDETTO;14;1-centro storico;0.0;17.0;17.0;;;;;;;
NORCIA;SALVATORI ANNA MARIA;1-Individuale;VIALE DELLA STAZIONE;2-resto del capoluogo;0.0;30.0;30.0;;;;;;;;
NORCIA;SALVATORI snc;2-s.n.c.;LOC. OPACO;2-resto del capoluogo;180.0;0.0;180.0;;;;;;;;
NORCIA;SALVI Srl;4-s.r.l.;VIA DELL'AGRICOLTURA;2-resto del capoluogo;0.0;67.0;67.0;;;;;;;;
NORCIA;SALVUCCI RITA;1-Individuale;CORSO SERTORIO;55;1-centro storico;0.0;70.0;70.0;;;;;;;
NORCIA;SCILLY SNC;2-s.n.c.;CORSO SERTORIO;31;1-centro storico;0.0;50.0;50.0;;;;;;;
NORCIA;SEBASTIANI ELUA;1-Individuale;VIA ANICIA;107;1-centro storico;0.0;30.0;30.0;;;;;;;
NORCIA;SEVERINI PERLA ALESSANDRO;1-Individuale;CORSO SERTORIO;50;1-centro storico;35.0;0.0;35.0;;;;;;;
NORCIA;SPERONI CINZIA;1-Individuale;VIA MEGGIANA;1;2-resto del capoluogo;0.0;110.0;110.0;;;;;;;
NORCIA;SPERONI CINZIA;1-Individuale;VIA MEGGIANA;23;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
NORCIA;SPORTING HOTEL SALICONE Srl;4-s.r.l.;CORSO SERTORIO;21;1-centro storico;20.0;38.0;58.0;;;;;;;
NORCIA;SUPER ELITE VALNERINA Srl;4-s.r.l.;VIA MEGGIANA;13;2-resto del capoluogo;400.0;0.0;400.0;01-Alimentare;1.0;;;;;
NORCIA;TERENZI MARCELLO;1-Individuale;VIA MAZZINI;8;1-centro storico;54.0;0.0;54.0;;;;;;;
NORCIA;TERENZI MARIO;4-s.r.l.;PIAZZA SAN BENEDETTO;2;1-centro storico;25.0;0.0;25.0;;;;;;;
NORCIA;TONTI LIDIA;1-Individuale;VIA S.MARTINO;40;1-centro storico;0.0;47.0;47.0;;;;;;;
NORCIA;TUTTOUFFICIO VALNERINA sas;3-s.a.s.;VIA CIRCONVALLAZIONE;32;2-resto del capoluogo;0.0;32.0;32.0;;;;;;;
NORCIA;VANNOZZI ANGELO;1-Individuale;VIA CAVOUR;8;1-centro storico;0.0;36.0;36.0;;;;;;;
NORCIA;VENERI ANNA MARIA;1-Individuale;VIA MAZZINI;4;1-centro storico;43.0;0.0;43.0;;;;;;;
NORCIA;VENERI LAURA;1-Individuale;VIA ROMA;12;1-centro storico;21.0;0.0;21.0;;;;;;;
NORCIA;VERUCCI GABRIELE;1-Individuale;VIALE DELLA STAZIONE;2-resto del capoluogo;60.0;0.0;60.0;;;;;;;;
NORCIA;VERUCCI GABRIELE;1-Individuale;VIA MAZZINI;6;1-centro storico;47.0;0.0;47.0;;;;;;;
NORCIA;ZEULI LUCIA;1-Individuale;CORSO SERTORIO;1;1-centro storico;0.0;16.0;16.0;;;;;;;
ORVIETO;3 VI DI VITALE VINCENZO 3 C. - S.A.S;3-s.a.s.;VIA SETTE MARTIRI;40;2-resto del capoluogo;0.0;40.0;40.0;;;;;;;
ORVIETO;ACHILLI FEDERICA;1-Individuale;VICOLO DEL POPOLO PRIMO;12;1-centro storico;0.0;18.0;18.0;;;;;;;
ORVIETO;ACQUARIO S.N.C. DI CASAGRANDE P. &C.;2-s.n.c.;VIA GRAMSCI;1;2-resto del capoluogo;0.0;106.0;106.0;;;;;;;
ORVIETO;ADAM CARMENUTA MARILENA;1-Individuale;CORSO CAVOUR;237;1-centro storico;0.0;22.0;22.0;;;;;;;
ORVIETO;ADAM MIHAI;1-Individuale;CORSO CAVOUR;241;1-centro storico;25.0;0.0;25.0;;;;;;;
ORVIETO;AEMME 3 INFORMATICA - S.A.S;3-s.a.s.;PIAZZA MONTE ROSA;52;2-resto del capoluogo;0.0;62.0;62.0;;;;;;;
ORVIETO;AGAPE S.R.L.;4-s.r.l.;PIAZZA DEL DUOMO;21;1-centro storico;0.0;49.0;49.0;;;;;;;
ORVIETO;AGRARIA ORVIETANA S.R.L.;4-s.r.l.;VIA PIAVE;11;3-resto del territorio;0.0;155.0;155.0;;;;;;;
ORVIETO;AGRIMONIA S.R.L.;4-s.r.l.;VIA DELLE QUERCE;35;3-resto del territorio;0.0;150.0;150.0;;;;;;;
ORVIETO;AGRIMOTOR DI MOCETTI A.M. & C. S.A.S.;3-s.a.s.;VIA TEVERE;23;3-resto del territorio;0.0;28.0;28.0;;;;;;;
ORVIETO;AL VECCHIO FRANTOIO S.A.S;3-s.a.s.;CORSO CAVOUR;97;1-centro storico;50.0;10.0;60.0;;;;;;;
ORVIETO;ALDA S.R.L.;4-s.r.l.;VIA SAN LEONARDO;18;1-centro storico;0.0;148.0;148.0;;;;;;;
ORVIETO;ALESSANDRO MARIA GRAZIA;1-Individuale;PIAZZA XXIX MARZO;14;1-centro storico;4.0;0.0;4.0;;;;;;;
ORVIETO;ALEX S.R.L.;4-s.r.l.;CORSO CAVOUR;88;1-centro storico;0.0;51.0;51.0;;;;;;;
ORVIETO;ALI BANARAS;1-Individuale;CORSO CAVOUR;263;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;ANAGOLD. S.A.S. DI MORELLI N. & C.;3-s.a.s.;PIAZZA MONTE ROSA;54;2-resto del capoluogo;0.0;35.0;35.0;;;;;;;
ORVIETO;ANDREONI PAMELA;1-Individuale;CORSO CAVOUR;96;1-centro storico;0.0;55.0;55.0;;;;;;;
ORVIETO;ANDY S.A.S. DI MOCANU MONICA & C.;3-s.a.s.;VIALE PRIMO MAGGIO;73/I;2-resto del capoluogo;0.0;10.0;10.0;;;;;;;
ORVIETO;ANIMALHOUSE S.N.C.;2-s.n.c.;VIA DEGLI ACERI;94;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ORVIETO;ANSELMI STEFANIA;1-Individuale;VIA MONTE BIANCO;18;2-resto del capoluogo;0.0;10.0;10.0;;;;;;;
ORVIETO;ANTICHITA' DELL'ARCONE S.R.L.;4-s.r.l.;VIA MONTE CIMINO;21;2-resto del capoluogo;0.0;900.0;900.0;03-Mobili;1.0;;;;;
ORVIETO;ANTICHITA' DELL'ARCONE S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;84;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
ORVIETO;ANTONELLA E LAURA PELLETTERIE SNC;2-s.n.c.;VIA DELLA COSTITUENTE;4;1-centro storico;0.0;50.0;50.0;;;;;;;
ORVIETO;ANTONIELLA GIANLUCA;1-Individuale;PIAZZA GUGLIELMO MARCONI;5;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;AQUILANTI S.R.L.;4-s.r.l.;VIA MONTE FIORINO;12;2-resto del capoluogo;0.0;900.0;900.0;09-Edilizia;;;;;;
ORVIETO;ARCANGELETTI ROBERTO & C. S.N.C.;2-s.n.c.;VIA SETTE MARTIRI;1;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
ORVIETO;ARDUINI ILARIA;1-Individuale;CORSO CAVOUR;14;1-centro storico;0.0;24.0;24.0;;;;;;;
ORVIETO;AREA 51 ASSOCIAZIONE SPORTIVA;7-altro;VIA VELINO;1;3-resto del territorio;0.0;18.0;18.0;;;;;;;
ORVIETO;ARETUSA S.R.L.;4-s.r.l.;PIAZZA DEL DUOMO;31;1-centro storico;0.0;1.0;1.0;1.0;;;;;;
ORVIETO;ARGOS S.A.S. DI BIANCHINI G.& C.;3-s.a.s.;VIA DEL DUOMO;37;1-centro storico;0.0;87.0;87.0;;;;;;;
ORVIETO;ARMANDA S.R.L.;4-s.r.l.;STRADA DELL'ARCONE;13/L;2-resto del capoluogo;370.0;78.0;448.0;01-Alimentare;1.0;;;;;
ORVIETO;ARREDO MARMI DI SPACCINI F. & C.-SNC;2-s.n.c.;VIA SANTA LETIZIA;SNC;2-resto del capoluogo;0.0;248.0;248.0;;;;;;;
ORVIETO;ARSAURI DI CIOFI M.A. E C. SNC;2-s.n.c.;VIA DI PIAZZA DEL POPOLO;18;1-centro storico;0.0;17.0;17.0;;;;;;;
ORVIETO;ART & CO S.N.C. DI MEDAGLIA B. E L.;2-s.n.c.;CORSO CAVOUR;247;1-centro storico;0.0;6.0;6.0;;;;;;;
ORVIETO;ARTE ORAFA BELLAGAMBA S.N.C.;2-s.n.c.;VIA DEI DOLCI;18;1-centro storico;0.0;30.0;30.0;;;;;;;
ORVIETO;ARVE S.N.C. DI NUCCIONI E PETRINI;2-s.n.c.;VIA DEI PLATANI;2;3-resto del territorio;0.0;100.0;100.0;;;;;;;
ORVIETO;ASSOCIAZIONE  TE.MA.;7-altro;CORSO CAVOUR;122;1-centro storico;0.0;20.0;20.0;;;;;;;
ORVIETO;ASSOCIAZIONE PIANO TERRA;7-altro;PIAZZA FRACASSINI;4;1-centro storico;20.0;28.0;48.0;;;;;;;
ORVIETO;ATENA DI BONINI FULVIA E GIULIANA SNC;2-s.n.c.;VIA ANGELO COSTANZI;19;2-resto del capoluogo;0.0;7.0;7.0;;;;;;;
ORVIETO;AUTO  CAPITAL S.R.L.;4-s.r.l.;VIA SANTA LETIZIA;SNC;2-resto del capoluogo;0.0;100.0;100.0;;;;;;;
ORVIETO;AUTO 2 S.A.;7-altro;VIA DEI MURATORI;5;3-resto del territorio;0.0;240.0;240.0;;;;;;;
ORVIETO;AUTO CAPITAL  S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;75;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
ORVIETO;AUTOCARROZZERIA C.M. S.N.C.;2-s.n.c.;VIA DEI TESSITORI;6;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;AUTOFFICINA ORVIETANA S.A.S;3-s.a.s.;VIA MONTE LUCO;32;2-resto del capoluogo;0.0;34.0;34.0;;;;;;;
ORVIETO;AUTOFORNITURE ORVIETO S.A.S.;3-s.a.s.;VIA MONTE LUCO;22;2-resto del capoluogo;0.0;514.0;514.0;08-Auto-moto-cicli;1.0;;;;;
ORVIETO;AUTOMAZIONE UFFICIO S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;47;2-resto del capoluogo;0.0;240.0;240.0;;;;;;;
ORVIETO;AUTOMOTOR S.N.C.;2-s.n.c.;VIA DELLE ACACIE;24;3-resto del territorio;0.0;80.0;80.0;;;;;;;
ORVIETO;AUTO-VER S.N.C. DI COCCHIERI F. & C.;2-s.n.c.;VIA DEI VASARI;2;3-resto del territorio;0.0;90.0;90.0;;;;;;;
ORVIETO;AUTOVER S.R.L.;4-s.r.l.;VIA DEI VASARI;2;3-resto del territorio;0.0;247.0;247.0;;;;;;;
ORVIETO;AZIENDA SPECIALE FARMACIA COMUNALE;7-altro;PIAZZA DELLA REPUBBLICA;1;1-centro storico;0.0;30.0;30.0;;;;;;;
ORVIETO;AZIENDA VINICOLA LA CARRAIA S.R.L.;4-s.r.l.;LOCALITA' TORDIMONTE;56;3-resto del territorio;60.0;0.0;60.0;;;;;;;
ORVIETO;B. & B. DI BACCI MARIA RITA & C. S.N .C.;2-s.n.c.;VIA TEVERE;13;3-resto del territorio;15.0;0.0;15.0;;;;;;;
ORVIETO;B. & G. S.R.L.;4-s.r.l.;VIA FILIPPESCHI;27;1-centro storico;0.0;196.0;196.0;;;;;;;
ORVIETO;BACCHIO ERNESTA;1-Individuale;PIAZZA DEL POPOLO;5;1-centro storico;0.0;25.0;25.0;;;;;;;
ORVIETO;BALDINI FIORELLA;1-Individuale;CORSO CAVOUR;106;1-centro storico;20.0;0.0;20.0;;;;;;;
ORVIETO;BALDINI LUCIANO;1-Individuale;VIA FILIPPESCHI;12;1-centro storico;0.0;50.0;50.0;;;;;;;
ORVIETO;BALDINI S.N.C. DI DAVID E ILARIA BALDINI;2-s.n.c.;PIAZZA DELLE AZALEE;9;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ORVIETO;BALESTRO CHIARA;1-Individuale;CORSO CAVOUR;9;1-centro storico;0.0;20.0;20.0;;;;;;;
ORVIETO;BAR CAFFETTERIA MESCOLINI S.A.S.;3-s.a.s.;CORSO CAVOUR;111;1-centro storico;6.0;0.0;6.0;;;;;;;
ORVIETO;BAR DUOMO S.N.C. DI CAVALLORO & C.;2-s.n.c.;LARGO LUIGI BARZINI;14;1-centro storico;5.0;0.0;5.0;;;;;;;
ORVIETO;BAR…ZELLETTA S.R.L.;4-s.r.l.;VIA DEI FIORDALISI;2;3-resto del territorio;10.0;0.0;10.0;;;;;;;
ORVIETO;BARBARANCIA EUSEBI FIORENZO;1-Individuale;VIA DEGLI ACERI;17;3-resto del territorio;0.0;40.0;40.0;;;;;;;
ORVIETO;BARLOZZINI GIUSEPPE;1-Individuale;VIA DEL DUOMO;70;1-centro storico;0.0;77.0;77.0;;;;;;;
ORVIETO;BARONE ALESSANDRO;1-Individuale;VIA GARIBALDI;3;1-centro storico;0.0;7.0;7.0;;;;;;;
ORVIETO;BARTOLINI ANTONIETTA;1-Individuale;VIA SETTE MARTIRI;82;2-resto del capoluogo;0.0;32.0;32.0;;;;;;;
ORVIETO;BARZI ILARIA;1-Individuale;CORSO CAVOUR;117;1-centro storico;0.0;25.0;25.0;;;;;;;
ORVIETO;BASILI IVANA;1-Individuale;VIA PO';19;3-resto del territorio;0.0;33.0;33.0;;;;;;;
ORVIETO;BASILI MARIO & C. S.N.C.;2-s.n.c.;VIA MALABRANCA;58;1-centro storico;58.0;0.0;58.0;;;;;;;
ORVIETO;BASILI MARTA;1-Individuale;PIAZZA GUGLIELMO MARCONI;6;1-centro storico;3.0;0.0;3.0;;;;;;;
ORVIETO;BATELLA DELFINO;1-Individuale;VIA TEVERE;8;3-resto del territorio;0.0;58.0;58.0;;;;;;;
ORVIETO;BATTISTONI MARCO;1-Individuale;VIA DEI VASARI;SNC;3-resto del territorio;0.0;28.0;28.0;;;;;;;
ORVIETO;BAZAR DELL' OCCASIONE S.R.L.;4-s.r.l.;VIA MONTE CIMINO;14;2-resto del capoluogo;0.0;150.0;150.0;;;;;;;
ORVIETO;BEAUTY TIME DI FARINA S. E E. S.N.C.;2-s.n.c.;VIA GIOVANNI SALVATORI;1/D;2-resto del capoluogo;0.0;8.0;8.0;;;;;;;
ORVIETO;BELCAPO S.R.L.;4-s.r.l.;PIAZZA IPPOLITO SCALZA;9;1-centro storico;0.0;100.0;100.0;;;;;;;
ORVIETO;BELLOCCI E FIAZZA S.N.C.;2-s.n.c.;VIA DEL DUOMO;41;1-centro storico;0.0;57.0;57.0;;;;;;;
ORVIETO;BELLOCCI E FIAZZA S.N.C.;2-s.n.c.;VIA DEL DUOMO;43;1-centro storico;0.0;30.0;30.0;;;;;;;
ORVIETO;BENCANDATO ESMERALDA BRIGIDA;1-Individuale;PIAZZA MONTE ROSA;12;2-resto del capoluogo;0.0;5.0;5.0;;;;;;;
ORVIETO;BENTIVOGLI GIANLUCA;1-Individuale;PIAZZA XXIX MARZO;23;1-centro storico;0.0;37.0;37.0;;;;;;;
ORVIETO;BERNARDINI LAMBERTO;1-Individuale;VIA DEL DUOMO;74;1-centro storico;20.0;15.0;35.0;;;;;;;
ORVIETO;BERNUCCI FRANCO;1-Individuale;VIA DEL DUOMO;18;1-centro storico;0.0;85.0;85.0;;;;;;;
ORVIETO;BETTI PAOLA;1-Individuale;VIA ANGELO COSTANZI;38;2-resto del capoluogo;0.0;44.0;44.0;;;;;;;
ORVIETO;BHBL ITALIA SRL;4-s.r.l.;VIA DEGLI EUCALIPTI;20;3-resto del territorio;0.0;16.0;16.0;;;;;;;
ORVIETO;BIAGINI ELIANA;1-Individuale;VIA DELLE MIMOSE;13;3-resto del territorio;0.0;47.0;47.0;;;;;;;
ORVIETO;BIEMME DUE - S.R.L.;4-s.r.l.;VIALE PRIMO MAGGIO;82;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
ORVIETO;BIZZARRI ALESSANDRO;1-Individuale;PIAZZA DEL POPLO;20;1-centro storico;0.0;32.0;32.0;;;;;;;
ORVIETO;BLUE BAR DI R.CIPOLLA E A.LE GRAND-SNC;2-s.n.c.;VIA GARIBALDI;23/B;1-centro storico;0.0;6.0;6.0;;;;;;;
ORVIETO;BOCCHETTI SARA;1-Individuale;VIA DELLE MIMOSE;33;3-resto del territorio;0.0;22.0;22.0;;;;;;;
ORVIETO;BODY TEAM S.R.L.;4-s.r.l.;VIA DEGLI EUCALIPTI;17;3-resto del territorio;0.0;3.0;3.0;;;;;;;
ORVIETO;BONIFAZI ANDREA;1-Individuale;CORSO CAVOUR;89;1-centro storico;0.0;42.0;42.0;;;;;;;
ORVIETO;BONINI ROSSANA;1-Individuale;LOCALITA' TAMBURINO;1;3-resto del territorio;0.0;16.0;16.0;;;;;;;
ORVIETO;BONINO ADRIANO & C. S.N.C.;2-s.n.c.;VIA DEI LANAIOLI;8;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;BORDINO DOMENICO;1-Individuale;VIA DELLE QUERCE;9;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;BORRI MARIA ELISA;1-Individuale;PIAZZA DEL POPOLO;22;1-centro storico;0.0;25.0;25.0;1.0;;;;;;
ORVIETO;BORRI MARIA ELISA;1-Individuale;PIAZZA DEL POPOLO;22;1-centro storico;0.0;5.0;5.0;;;;;;;
ORVIETO;BORSETTI VALENTINO;1-Individuale;CORSO CAVOUR;24;1-centro storico;0.0;70.0;70.0;;;;;;;
ORVIETO;BORSETTI VALENTINO;1-Individuale;VIA SOLIANA;10;1-centro storico;0.0;25.0;25.0;;;;;;;
ORVIETO;BOTARELLI BRUNA;1-Individuale;VIA DEL POZZO BIANCO;3;1-centro storico;18.0;0.0;18.0;;;;;;;
ORVIETO;BOTTEGA GUALVERIO MICHELANGELI SNC;2-s.n.c.;VIA GUALVERIO MICHELANGELI;3;1-centro storico;0.0;46.0;46.0;;;;;;;
ORVIETO;BRACALETTA LUCIANA;1-Individuale;VIALE PRIMO MAGGIO;44;2-resto del capoluogo;30.0;9.0;39.0;;;;;;;
ORVIETO;BRACCIANTINI GIANCARLO;1-Individuale;CORSO CAVOUR;79;1-centro storico;0.0;37.0;37.0;;;;;;;
ORVIETO;BRIZI DAIANA;1-Individuale;CORSO CAVOUR;153;1-centro storico;0.0;53.0;53.0;;;;;;;
ORVIETO;BRIZI VELIA;1-Individuale;VIA TEVERE;39;3-resto del territorio;0.0;36.0;36.0;;;;;;;
ORVIETO;BROCCUCCI DANIELA;1-Individuale;CORSO CAVOUR;73;1-centro storico;0.0;24.0;24.0;;;;;;;
ORVIETO;BRUGI CLAUDIO;1-Individuale;STRADA DELL'ARCONE;1;2-resto del capoluogo;0.0;25.0;25.0;;;;;;;
ORVIETO;BRUKI S.N.C. DI CHIASSO I. E BRUNELLI E.;2-s.n.c.;PIAZZA OLONA;24;3-resto del territorio;0.0;54.0;54.0;;;;;;;
ORVIETO;BRUNELLI VASCO;1-Individuale;VIA SETTE MARTIRI;58;2-resto del capoluogo;23.0;0.0;23.0;;;;;;;
ORVIETO;BRUNELLI VASCO;1-Individuale;LOCALITA' LA SVOLTA;27;3-resto del territorio;12.0;0.0;12.0;;;;;;;
ORVIETO;BRUZZESE SARA;1-Individuale;VIA ANGELO COSTANZI;22;2-resto del capoluogo;0.0;36.0;36.0;;;;;;;
ORVIETO;BRUZZI ENZO S.A.S;3-s.a.s.;CORSO CAVOUR;183;1-centro storico;0.0;28.0;28.0;;;;;;;
ORVIETO;BUONASORTE PAOLA;1-Individuale;VIA DELLA CAVA;96;1-centro storico;0.0;25.0;25.0;;;;;;;
ORVIETO;BURACCIONI RENATO;1-Individuale;VIA DELLA GABELLETTA;7;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;BURATTINO STEFANO;1-Individuale;LOCALITA' COLONNETTA;43;3-resto del territorio;0.0;9.0;9.0;;;;;;;
ORVIETO;BURATTINO STEFANO;1-Individuale;LOCALITA' COLONNETTA;43;3-resto del territorio;5.0;0.0;5.0;;;;;;;
ORVIETO;BURATTINO UBALDINI SIRO;1-Individuale;VIA GARIBALDI;20;1-centro storico;10.0;6.0;16.0;;;;;;;
ORVIETO;BURATTINO UBALDINI SIRO;1-Individuale;CORSO CAVOUR;282;1-centro storico;3.0;0.0;3.0;;;;;;;
ORVIETO;BUSINESS & GROUP S.R.L.;4-s.r.l.;VIA ANGELO COSTANZI;98/A;2-resto del capoluogo;0.0;250.0;250.0;;;;;;;
ORVIETO;BUZI ANGELO;1-Individuale;VIA DEGLI ACERI;32;3-resto del territorio;0.0;64.0;64.0;;;;;;;
ORVIETO;C.A.P. S.R.L.;4-s.r.l.;CORSO CAVOUR;185;1-centro storico;0.0;38.0;38.0;;;;;;;
ORVIETO;C.G. DI CERQUITELLI E GAGLIARDONI SNC;2-s.n.c.;LOCALITA' TORDIMONTE;1;3-resto del territorio;4.0;0.0;4.0;;;;;;;
ORVIETO;CACCIA E PESCA GIUSEPPINA S.N.C.;2-s.n.c.;VIA DEI TIGLI;49;3-resto del territorio;0.0;20.0;20.0;;;;;;;
ORVIETO;CACCIARINO GIUSEPPE;1-Individuale;VIA ARNO;42;3-resto del territorio;0.0;42.0;42.0;;;;;;;
ORVIETO;CAGIOTI MARIA;1-Individuale;VIA DELLE MIMOSE;37;3-resto del territorio;0.0;36.0;36.0;;;;;;;
ORVIETO;CAIELLO MARSILIA;1-Individuale;LOCALITA' COLONNETTA;1;3-resto del territorio;59.0;18.0;77.0;;;;;;;
ORVIETO;CAIELLO TOLMINO;1-Individuale;PIAZZA DELLA REPUBBLICA;10;1-centro storico;0.0;55.0;55.0;;;;;;;
ORVIETO;CALANCA LORIS E FIORANI M.PIA-S.N.C.;2-s.n.c.;CORSO CAVOUR;359;1-centro storico;0.0;38.0;38.0;;;;;;;
ORVIETO;CALDAS DE CASTRO FANNY;1-Individuale;CORSO CAVOUR;95;1-centro storico;0.0;15.0;15.0;;;;;;;
ORVIETO;CALIGIANA ANDREA;1-Individuale;VIA DELLA CAVA;53;1-centro storico;0.0;21.0;21.0;;;;;;;
ORVIETO;CALIGIANA MASSIMO;1-Individuale;LARGO DELLE MIMOSE;3;3-resto del territorio;0.0;10.0;10.0;;;;;;;
ORVIETO;CALZATURE PERSIERI S.N.C.;2-s.n.c.;VIA SETTE MARTIRI;53;2-resto del capoluogo;0.0;91.0;91.0;;;;;;;
ORVIETO;CAMILLI MARIA BEATRICE;1-Individuale;PIAZZA OLONA;22;3-resto del territorio;0.0;65.0;65.0;;;;;;;
ORVIETO;CAMPANARI ALESSANDRA;1-Individuale;VIA DEI FABBRI;11;3-resto del territorio;0.0;25.0;25.0;;;;;;;
ORVIETO;CANTINA CARDETO SOC. COOPERATIVA;6-cooperativa;VIA ANGELO COSTANZI;51;2-resto del capoluogo;50.0;0.0;50.0;;;;;;;
ORVIETO;CANTINA FORESI DI A. FORESI - S.N.C.;2-s.n.c.;PIAZZA DEL DUOMO;2;1-centro storico;17.0;0.0;17.0;;;;;;;
ORVIETO;CAPEZZALI CHRISTIAN;1-Individuale;VIA GARIBALDI;38/A;1-centro storico;0.0;23.0;23.0;;;;;;;
ORVIETO;CAPOCCIA GIUSEPPE;1-Individuale;VIA TEVERE;43;3-resto del territorio;0.0;2.0;2.0;;;;;;;
ORVIETO;CAPRASECCA VALERIO;1-Individuale;VIALE PRIMO MAGGIO;37;2-resto del capoluogo;5.0;0.0;5.0;;;;;;;
ORVIETO;CAR WASH S.N.C. DI MAIOLINI E GALANELLO;2-s.n.c.;VIA ANGELO COSTANZI;108;2-resto del capoluogo;0.0;2.0;2.0;;;;;;;
ORVIETO;CARDARELLO S.A.S. DI CARDARELLO A. & C.;3-s.a.s.;VIA DEL DUOMO;31;1-centro storico;0.0;30.0;30.0;;;;;;;
ORVIETO;CARLI ANDREA;1-Individuale;VIA DELLA MISERICORDIA SECONDA;3;1-centro storico;0.0;7.0;7.0;;;;;;;
ORVIETO;CAROZZI BARBARA;1-Individuale;VIALE PRIMO MAGGIO;65;2-resto del capoluogo;0.0;33.0;33.0;;;;;;;
ORVIETO;CARRARO SNC DI CARRARO A. E C.;2-s.n.c.;CORSO CAVOUR;101;1-centro storico;45.0;5.0;50.0;;;;;;;
ORVIETO;CARRARO SNC DI CARRARO A. E C.;2-s.n.c.;CORSO CAVOUR;101;1-centro storico;35.0;0.0;35.0;;;;;;;
ORVIETO;CARTOLIBRERIA CARBONARI S.N.C.;2-s.n.c.;CORSO CAVOUR;54;1-centro storico;0.0;33.0;33.0;1.0;;;;;;
ORVIETO;CARTOTECNICA S.A.S. DI G.TORRONI & C.;3-s.a.s.;VIA MONTE NIBBIO;1;3-resto del territorio;0.0;81.0;81.0;;;;;;;
ORVIETO;CARTOTECNICA S.A.S. DI G.TORRONI & C.;3-s.a.s.;VIA DEL DUOMO;66;1-centro storico;0.0;55.0;55.0;;;;;;;
ORVIETO;CASANTINI FEDERICO;1-Individuale;VICOLO SANTO STEFANO;2;1-centro storico;20.0;0.0;20.0;;;;;;;
ORVIETO;CASASOLE IVANA;1-Individuale;VIA CESARE NEBBIA;1;1-centro storico;0.0;80.0;80.0;;;;;;;
ORVIETO;CASASOLE ORLANDINO;1-Individuale;VIA SETTE MARTIRI;68;2-resto del capoluogo;12.0;0.0;12.0;;;;;;;
ORVIETO;CATTERUCCIA DINATELLA;1-Individuale;VIA DELL'ALLORO;8;3-resto del territorio;0.0;24.0;24.0;;;;;;;
ORVIETO;CAVALLORO LAMBERTO;1-Individuale;STRADA FONTANELLE DI BARDANO;22;3-resto del territorio;0.0;30.0;30.0;;;;;;;
ORVIETO;CECCI LUCA;1-Individuale;CORSO CAVOUR;145;1-centro storico;0.0;16.0;16.0;1.0;;;;;;
ORVIETO;CENCI GIULIANO;1-Individuale;VIALE PRIMO MAGGIO;83;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
ORVIETO;CENTRO CAR SERVICE S.A.S.;3-s.a.s.;VIA DEI TESSITORI;6;3-resto del territorio;0.0;27.0;27.0;;;;;;;
ORVIETO;CENTRO CINOFILO I PIOPPI S.R.L.;4-s.r.l.;STRADA DEL PIANO;6/A;3-resto del territorio;0.0;40.0;40.0;;;;;;;
ORVIETO;CENTRO ORTOPEDICO MODERNO S.A.S;3-s.a.s.;VIA ANGELO COSTANZI;39;2-resto del capoluogo;0.0;60.0;60.0;;;;;;;
ORVIETO;CENTRO SPESA UMBRO S.R.L.;4-s.r.l.;VIA VELINO;3;3-resto del territorio;470.0;330.0;800.0;01-Alimentare;;;;;;
ORVIETO;CERAMICARTE S.N.C. DI FORMICONI E CALDORO;2-s.n.c.;VIA DEL DUOMO;42;1-centro storico;0.0;20.0;20.0;;;;;;;
ORVIETO;CERQUITELLI 1980 S.R.L.;4-s.r.l.;LOCALITA' SFERRACVALLO;SNC;3-resto del territorio;0.0;762.0;762.0;10-Altri generi;;;;;;
ORVIETO;CERQUITELLI 1980 S.R.L.;4-s.r.l.;VIA DELLA GABELLETTA;24;3-resto del territorio;0.0;180.0;180.0;;;;;;;
ORVIETO;CERULLI ISABELLA;1-Individuale;CORSO CAVOUR;33;1-centro storico;0.0;15.0;15.0;;;;;;;
